ticker,name,region,country,exchange,sector,industry,expected_upside_pct,price_target_mc,var_5_pct,risk_reward_ratio,prob_positive_upside,filtered_upside,kalman_estimate,kalman_variance,expected_return_prob_weighted,achievement_probability,price_target_prob_weighted,confidence_level,analyst_conviction,eps_revision_momentum,analyst_rating_normalized,mc_bullish,kal_bullish,pt_bullish,agreement_score,signal
XOM,Exxon Mobil Corporation,United States and Canada,US,NYSE,Energy,Oil Gas and Consumable Fuels,-4.896729411019601,143.37769073994684,-16.476822083967676,-0.6822201086973133,25.83,-5.935568241137753,141.81153731966072,0.09090917355296778,-5.826479172194216,0.9,141.97599999999997,Low,42.30769230769231,-0.050625,68.0,False,False,False,0,Strong Bearish (0/3)
BORR,Borr Drilling Limited,Latin America and Caribbean,BM,NYSE,Energy,Energy Equipment and Services,-7.458335286566253,5.367416553379157,-23.294321897114955,-0.8386191165749327,21.678,-5.956118267263403,5.454545140498722,0.09090917355296778,-3.0344827586206895,0.88,5.624,Low,40.0,0.0,65.0,False,False,False,0,Strong Bearish (0/3)
JNJ,Johnson & Johnson,United States and Canada,US,NYSE,Health Care,Pharmaceuticals,-10.855340547234933,219.15323079867764,-28.245334087787846,-1.1478555946875748,11.97,-4.932369954448217,233.7142617039845,0.09090917355296778,-2.876667751383013,0.7999999999999999,238.768,Low,50.0,0.006515,72.0,False,False,False,0,Strong Bearish (0/3)
MU,Micron Technology Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,-11.395069453546204,373.0001761214066,-39.633092685058045,-0.7125746291704924,26.088,-6.494228122167792,393.6312478741103,0.09090917355296778,-4.4832173314012875,0.9,402.09700000000004,Low,80.0,0.66694,86.0,False,False,False,0,Strong Bearish (0/3)
BRZE,Braze Inc.,United States and Canada,US,NasdaqGS,Information Technology,Software,197.49587511006393,46.974598679879094,117.61442028872959,3.887085890368413,100.0,163.2795542724613,41.57184161962164,0.09090917355296778,21.438885370487654,0.12000000000000001,19.1752,Low,95.23809523809524,0.26331,92.5,True,True,True,3,Strong Bullish (3/3)
COST,Costco Wholesale Corporation,United States and Canada,US,NasdaqGS,Consumer Staples,Consumer Staples Distribution and Retail,-1.715739414062703,969.102466229459,-23.445353058232044,-0.1439417343160656,49.366,5.596314216402189,1041.2007774365688,0.09090917355296778,5.255856879170808,0.8099999999999999,1037.8437999999999,Low,56.75675675675676,0.007685,77.0,False,True,True,2,Bullish (2/3)
TYRA,Tyra Biosciences Inc.,United States and Canada,US,NasdaqGS,Health Care,Biotechnology,46.885398599157796,48.91283773351954,22.850276030604643,3.369479046215249,100.0,43.6557863424283,47.83737685202862,0.09090917355296778,15.045045045045049,0.30000000000000004,38.309999999999995,Low,90.9090909090909,0.0,95.0,True,True,True,3,Strong Bullish (3/3)
ORCL,Oracle Corporation,United States and Canada,US,NYSE,Information Technology,Software,95.69187176736187,276.53218399445905,37.0089801624404,2.7088008921022872,100.0,84.64955810699516,260.92829056099487,0.09090917355296778,10.406836034250938,0.11,156.01590000000002,Low,64.44444444444444,0.032595,80.25,True,True,True,3,Strong Bullish (3/3)
SAA,M&C Saatchi plc,Europe,GB,AIM,Consumer Staples,Media,21.342821022805545,1.5228524038362095,1.0020078591019577,1.7480522740076772,95.93,22.238339665945094,1.5340911628076108,0.09090917355296778,10.557768924302788,0.5,1.3874999999999997,Low,80.0,-0.13438,90.0,True,True,True,3,Strong Bullish (3/3)
ABBV,AbbVie Inc.,United States and Canada,US,NYSE,Health Care,Biotechnology,6.143841124829077,243.57888661325777,-11.504504694955708,0.5976503354083136,71.69,7.449933088221389,246.57610645085043,0.09090917355296778,5.496775318110511,0.7,242.09399999999997,Low,61.29032258064516,0.017245,76.75,True,True,True,3,Strong Bullish (3/3)
ALMDT,Median Technologies SA,Europe,FR,ENXTPA,Health Care,Health Care Technology,116.42455603775385,10.171954133774431,54.77384674923504,2.960182564834303,100.0,102.51459996398482,9.518186198307287,0.09090917355296778,27.574468085106385,0.27,5.996,Low,100.0,0.0,93.75,True,True,True,3,Strong Bullish (3/3)
PG,The Procter & Gamble Company,United States and Canada,US,NYSE,Consumer Staples,Household Products,1.7708758204565023,168.09495559264798,-6.478090005738239,0.37531810455841214,65.106,1.5576252415989549,167.74272961154898,0.09090917355296778,2.45250348126173,0.76,169.2208,Medium,54.166666666666664,-0.006445,73.0,True,True,True,3,Strong Bullish (3/3)
CMCOM,CM.com N.V.,Europe,NL,ENXTAM,Information Technology,Software,0.24354359844314552,5.232712975838732,-22.598039858793765,0.015443089757162952,46.078,0.23162682150469302,5.232090920082545,0.09090917355296778,-9.620689655172415,0.8099999999999999,4.7177999999999995,Low,0.0,0.0,50.0,True,True,False,2,Bullish (2/3)
CVX,Chevron Corporation,United States and Canada,US,NYSE,Energy,Oil Gas and Consumable Fuels,0.41214364389127833,185.67209481191938,-7.551287084978915,0.07787168176285902,48.594,-0.7137139540686964,183.59027152753157,0.09090917355296778,-2.389811259531664,0.9,180.491,Medium,57.69230769230769,-0.131995,74.0,True,False,False,1,Bearish (1/3)
HCC,Warrior Met Coal Inc.,United States and Canada,US,NYSE,Materials,Metals and Mining,16.442854943098162,101.36350522796694,-0.029419768438325354,1.7563182046172676,94.978,15.786866213074646,100.79246703848148,0.09090917355296778,12.656519241815051,0.65,98.06750000000001,Low,57.142857142857146,0.05732,78.5,True,True,True,3,Strong Bullish (3/3)
CAT,Caterpillar Inc.,United States and Canada,US,NYSE,Industrials,Machinery,-13.773966696439787,652.2740741314419,-38.0443356666071,-1.0083665043351053,16.692,-6.5637584200739605,706.8171366796665,0.09090917355296778,-6.569143521884543,0.88,706.7764,Low,44.827586206896555,0.01529,71.5,False,False,False,0,Strong Bearish (0/3)
FDE,La Française de l'Energie S.A.,Europe,FR,ENXTPA,Energy,Oil Gas and Consumable Fuels,49.81693004639636,48.99013612517161,37.32093659536833,6.6645623480666405,100.0,45.315581923956366,47.518195289133736,0.09090917355296778,17.446483180428135,0.35,38.40500000000001,Medium,66.66666666666667,-0.309925,100.0,True,True,True,3,Strong Bullish (3/3)
KO,The Coca-Cola Company,United States and Canada,US,NYSE,Consumer Staples,Beverages,1.1589726638531987,81.49366837800015,-7.2260247046939,0.2519806779162517,62.61600000000001,2.330506767894604,82.4374562522159,0.09090917355296778,3.501489572989076,0.82,83.38080000000001,Medium,73.07692307692308,0.00352,82.25,True,True,True,3,Strong Bullish (3/3)
FDEV,Frontier Developments plc,Europe,GB,AIM,Communication Services,Entertainment,54.217584573918266,6.299788329844561,48.72315253210595,13.698855623787708,100.0,47.4396781549232,6.022910852628613,0.09090917355296778,17.692778457772338,0.35,4.8077499999999995,High,100.0,2.6571,100.0,True,True,True,3,Strong Bullish (3/3)
BABA,Alibaba Group Holding Limited,Asia / Pacific,HK,NYSE,Consumer Discretionary,Broadline Retail,27.585849871687405,194.925661433964,-2.9201150223532144,1.5368912573274784,92.62,27.082043922653455,194.15594670502995,0.09090917355296778,11.101840555046472,0.37,169.74139200000002,Low,78.72340425531915,-0.101505,89.0,True,True,True,3,Strong Bullish (3/3)
PTRN,Pattern Group Inc.,United States and Canada,US,NasdaqGS,Consumer Discretionary,Broadline Retail,125.24341077244789,21.668416116309487,113.60635400347923,19.277856590423028,100.0,113.84153233269608,20.57155541040536,0.09090917355296778,48.902286902286896,0.38,14.324399999999999,High,100.0,0.0,95.0,True,True,True,3,Strong Bullish (3/3)
RBLX,Roblox Corporation,United States and Canada,US,NYSE,Communication Services,Entertainment,82.1763569100435,113.73269961894016,30.37987768026782,2.505582413829551,100.0,70.45293489919972,106.41376725757038,0.09090917355296778,12.994714079769341,0.18,70.54260000000001,Low,71.42857142857143,0.0,81.5,True,True,True,3,Strong Bullish (3/3)
AMD,Advanced Micro Devices Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,46.70093628152462,288.4140407294774,19.387249964420082,2.890914938220979,100.0,41.47691738777593,278.14361958436746,0.09090917355296778,17.577822990844354,0.37,231.15800000000002,Low,77.35849056603773,0.02863,85.75,True,True,True,3,Strong Bullish (3/3)
UI,Ubiquiti Inc.,United States and Canada,US,NYSE,Information Technology,Communications Equipment,-14.172687441822262,623.3637711100449,-23.299044127317426,-2.606435129918333,0.0,-12.867221590589399,632.8453695875492,0.09090917355296778,-12.738537794299877,0.9,633.78,Medium,0.0,0.27637,50.0,False,False,False,0,Strong Bearish (0/3)
MRK,Merck & Co. Inc.,United States and Canada,US,NYSE,Health Care,Pharmaceuticals,2.3182119424796523,126.6904100271783,-12.205076746154857,0.2804023065101275,62.17,1.6005653234168138,125.80181998345469,0.09090917355296778,4.492004522694234,0.9,129.38199999999998,Low,62.06896551724138,-0.24247,78.5,True,True,True,3,Strong Bullish (3/3)
LRCX,Lam Research Corporation,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,10.695969036746616,268.18312418532605,-8.197959747267108,1.0011558161476937,81.926,12.063711496362652,271.4967538422378,0.09090917355296778,11.680150245593758,0.75,270.56750000000005,Low,70.27027027027027,0.10533,84.75,True,True,True,3,Strong Bullish (3/3)
FUN,Six Flags Entertainment Corporation,United States and Canada,US,NYSE,Consumer Discretionary,Hotels Restaurants and Leisure,54.509649193139744,25.648601766061198,4.70033517875439,1.674099165635641,97.032,41.368055131590786,23.467097151844072,0.09090917355296778,10.795180722891569,0.28,18.392,Low,53.84615384615385,0.0,77.0,True,True,True,3,Strong Bullish (3/3)
ABT,Abbott Laboratories,United States and Canada,US,NYSE,Health Care,Health Care Equipment and Supplies,17.446095808065788,135.40360385711904,4.152111949345398,2.1895230211923384,99.466,14.27169150810887,131.74383313969872,0.09090917355296778,11.283372365339577,0.66,128.29860000000002,Medium,73.33333333333333,0.0004,82.75,True,True,True,3,Strong Bullish (3/3)
MACF,Macfarlane Group PLC,Europe,GB,LSE,Industrials,Trading Companies and Distributors,35.7809614891801,0.9749073034923131,28.632032860662274,8.392941224938074,100.0,32.53991309625724,0.951636576031127,0.09090917355296778,10.738161559888578,0.3,0.7951,High,66.66666666666667,-0.085425,100.0,True,True,True,3,Strong Bullish (3/3)
T,AT&T Inc.,United States and Canada,US,NYSE,Communication Services,Diversified Telecommunication Services,-1.8267763248749267,27.99900339214567,-20.451469975235018,-0.17732338391528804,48.178,2.846489901220206,29.331818919828002,0.09090917355296778,3.788218793828892,0.73,29.6004,Low,60.0,0.01839,76.0,False,True,True,2,Bullish (2/3)
VRG,VRG S.A.,Europe,PL,WSE,Consumer Discretionary,Textiles Apparel and Luxury Goods,-2.987050694023275,4.889452645021227,-20.67543935365437,-0.2757937087714814,38.486,-2.705630165266906,4.903636239670548,0.09090917355296778,-3.9047619047619047,0.82,4.8432,Low,66.66666666666667,0.0,83.25,False,False,False,0,Strong Bearish (0/3)
TXN,Texas Instruments Incorporated,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,-0.4902649423721098,218.7821034977007,-18.633837993053188,-0.04756431049807704,51.022,0.6598833351823091,221.31081950073184,0.09090917355296778,1.9548803784226325,0.7,224.15800000000004,Low,23.076923076923077,0.00349,61.5,False,True,True,2,Bullish (2/3)
EXA,Exail Technologies,Europe,FR,ENXTPA,Industrials,Aerospace and Defense,13.07602873832225,137.04814683084658,0.3266599185854734,1.459083644937443,95.758,9.694728285248404,132.95001068172107,0.09090917355296778,5.049504950495049,0.8999999999999999,127.32000000000001,Low,100.0,-0.10392,93.75,True,True,True,3,Strong Bullish (3/3)
NEE,NextEra Energy Inc.,United States and Canada,US,NYSE,Utilities,Electric Utilities,-7.390396052205809,87.10859347329522,-30.186594427312357,-0.5895701576090526,32.446000000000005,-0.9717210619833541,93.14599916909846,0.09090917355296778,1.0716563895385924,0.7,95.068,Low,62.5,0.00491,77.0,False,False,True,1,Bearish (1/3)
NCNO,nCino Inc.,United States and Canada,US,NasdaqGS,Information Technology,Software,109.51486843960382,30.672976739558,43.05186770362639,3.018418241229715,100.0,114.8964035063665,31.460833473332055,0.09090917355296778,18.079234972677597,0.13,17.286800000000003,Low,58.8235294117647,0.07365,72.0,True,True,True,3,Strong Bullish (3/3)
KLAC,KLA Corporation,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,11.665865197297725,1661.2084101941196,-3.1312283718158485,1.3723856760909905,89.69,10.853901213225166,1649.1291467886656,0.09090917355296778,10.84780124490811,0.76,1649.0384000000001,Low,61.29032258064516,0.02436,76.5,True,True,True,3,Strong Bullish (3/3)
TMO,Thermo Fisher Scientific Inc.,United States and Canada,US,NYSE,Health Care,Life Sciences Tools and Services,30.0164894863598,671.4571583033567,19.867765782286472,4.899055861426147,100.0,26.407791168037274,652.8203967082118,0.09090917355296778,16.353884284718458,0.55,600.898,Medium,75.86206896551724,-0.006575,86.0,True,True,True,3,Strong Bullish (3/3)
KITW,Kitwave Group plc,Europe,GB,AIM,Consumer Staples,Consumer Staples Distribution and Retail,11.040312387728724,3.242377121721679,-6.23219506209518,0.9197047640608377,80.28999999999999,10.532388155126373,3.22754573412969,0.09090917355296778,1.4315068493150684,0.76,2.9618,Low,33.333333333333336,-0.01031,66.75,True,True,True,3,Strong Bullish (3/3)
GILD,Gilead Sciences Inc.,United States and Canada,US,NasdaqGS,Health Care,Biotechnology,1.24223354514093,151.69123852068466,-13.759380525154507,0.15031030600413028,59.146,3.3840807887226836,154.9003682457432,0.09090917355296778,5.837415737836214,0.86,158.5762,Low,70.0,0.004935,82.75,True,True,True,3,Strong Bullish (3/3)
DOCM,DocMorris AG,Europe,CH,SWX,Consumer Staples,Consumer Staples Distribution and Retail,59.38276256000834,8.367595034400438,15.0111160756512,2.181269337962342,99.698,53.96888023095895,8.083366212125345,0.09090917355296778,7.057142857142857,0.13,5.6205,Low,22.22222222222222,0.0,58.25,True,True,True,3,Strong Bullish (3/3)
DIS,The Walt Disney Company,United States and Canada,US,NYSE,Communication Services,Entertainment,17.550062479485206,122.7340202348305,-11.986945250742068,1.0601733053608227,83.13199999999999,22.778577272182833,128.1931125298861,0.09090917355296778,11.96944737094148,0.47000000000000003,116.90729999999999,Low,75.0,0.01601,84.75,True,True,True,3,Strong Bullish (3/3)
FF,Fine Foods & Pharmaceuticals N.T.M. S.p.A.,Europe,IT,BIT,Health Care,Life Sciences Tools and Services,9.352492815901819,12.466184181012808,6.498363765691636,5.181180607742075,100.0,8.3732133535628,12.35454632230616,0.09090917355296778,7.894736842105264,0.9,12.3,High,100.0,0.05209,93.75,True,True,True,3,Strong Bullish (3/3)
APH,Amphenol Corporation,United States and Canada,US,NYSE,Information Technology,Electronic Equipment Instruments and Components,15.759244888474438,171.1153157941429,-1.123941250621075,1.5224237740316702,93.464,12.538787059599318,166.3548350314997,0.09090917355296778,8.813692328507646,0.63,160.84839999999997,Low,66.66666666666667,0.12905,80.5,True,True,True,3,Strong Bullish (3/3)
GKP,Gulf Keystone Petroleum Limited,Latin America and Caribbean,BM,LSE,Energy,Oil Gas and Consumable Fuels,7.351585601909165,2.2329129805197105,-7.3470442721135125,0.9243463448158491,79.896,8.417839820337297,2.255091068263016,0.09090917355296778,11.145432692307693,0.75,2.3118250000000002,Medium,75.0,-0.16298,81.25,True,True,True,3,Strong Bullish (3/3)
COOR,Coor Service Management Holding AB,Europe,SE,OM,Industrials,Commercial Services and Supplies,9.780374291507439,64.00195821194883,5.0831349680844315,3.4987823977550363,100.0,8.888203932279872,63.48182289251916,0.09090917355296778,8.799313893653517,0.9,63.43,High,66.66666666666667,0.034115,87.5,True,True,True,3,Strong Bullish (3/3)
BA,The Boeing Company,United States and Canada,US,NYSE,Industrials,Aerospace and Defense,14.289692741655184,263.3691679538702,0.09845989305260017,1.8402709014972418,95.104,16.247588581752193,267.88094312778975,0.09090917355296778,15.469536538795348,0.8,266.088,Medium,76.92307692307692,-0.6768,86.5,True,True,True,3,Strong Bullish (3/3)
EQS,Equasens Société anonyme,Europe,FR,ENXTPA,Health Care,Health Care Technology,68.80820515472267,58.15442667580196,36.015798989310426,3.322693675331393,100.0,58.82047833078809,54.7136547849565,0.09090917355296778,13.761973875181424,0.22,39.19100000000001,Low,100.0,-0.01669,90.0,True,True,True,3,Strong Bullish (3/3)
DE,Deere & Company,United States and Canada,US,NYSE,Industrials,Machinery,-0.22921984730715408,645.3573143396785,-18.507257675085476,-0.022226059081625785,52.33,0.873983963045689,652.4932778665648,0.09090917355296778,3.0911817450992514,0.75,666.835,Low,44.0,-0.01572,68.0,False,True,True,2,Bullish (2/3)
TJX,The TJX Companies Inc.,United States and Canada,US,NYSE,Consumer Discretionary,Specialty Retail,-2.121147245564473,154.34516290846938,-25.234596293332675,-0.1688704324814023,48.834,5.559416788149743,166.45664433323333,0.09090917355296778,6.167100006341556,0.7899999999999999,167.4149,Low,85.71428571428571,0.005855,89.25,False,True,True,2,Bullish (2/3)
LCID,Lucid Group Inc.,United States and Canada,US,NasdaqGS,Consumer Discretionary,Automobiles,94.12668696275279,18.325559249283863,23.774550209241866,2.0286705343798532,99.866,69.59463183424064,16.009733245152315,0.09090917355296778,5.5593220338983045,0.07999999999999999,9.9648,Low,10.0,0.0,47.5,True,True,True,3,Strong Bullish (3/3)
ISRG,Intuitive Surgical Inc.,United States and Canada,US,NasdaqGS,Health Care,Health Care Equipment and Supplies,18.0853511309819,581.0980129155619,-9.65046432817931,1.1585888567475175,85.19,21.9262729116606,599.9991889982819,0.09090917355296778,10.071123755334282,0.4,541.66,Low,61.111111111111114,0.033595,75.75,True,True,True,3,Strong Bullish (3/3)
EQPT,EquipmentShare.com Inc.,United States and Canada,US,NasdaqGS,Industrials,Trading Companies and Distributors,59.02753566402992,46.51555418172875,29.838870609135917,2.874520275835573,100.0,46.62008900152188,42.88637603294515,0.09090917355296778,10.47008547008547,0.25,32.3125,Low,66.66666666666667,0.0,80.5,True,True,True,3,Strong Bullish (3/3)
ROAD,Construction Partners Inc.,United States and Canada,US,NasdaqGS,Industrials,Construction and Engineering,1.8994844701153284,133.00939707884152,-7.437638496141274,0.3475394326756877,63.754,1.9192400946902122,133.03518409559913,0.09090917355296778,2.392553435991726,0.9,133.653,Medium,57.142857142857146,0.016655,83.25,True,True,True,3,Strong Bullish (3/3)
UNP,Union Pacific Corporation,United States and Canada,US,NYSE,Industrials,Ground Transportation,-1.7224347353273584,259.2169061421005,-12.751554024538569,-0.2782194933624495,43.094,0.8007631290400732,265.8720928291561,0.09090917355296778,0.8310585380649074,0.7999999999999999,265.952,Medium,53.84615384615385,-0.019625,76.0,False,True,True,2,Bullish (2/3)
ADI,Analog Devices Inc.,United States and Canada,US,NasdaqGS,Information Technology,Semiconductors and Semiconductor Equipment,5.526862747468215,374.7786530476333,-9.468017386455266,0.6766825392695448,74.22800000000001,6.965974617488506,379.8896588540104,0.09090917355296778,10.48162748134591,0.8300000000000001,392.3755,Medium,75.0,0.18759,82.75,True,True,True,3,Strong Bullish (3/3)
BKV,BKV Corporation,United States and Canada,US,NYSE,Energy,Oil Gas and Consumable Fuels,5.463304108034299,31.32260132008619,-6.6442076281523645,0.7903280317594223,77.354,7.380171998436379,31.891911083535604,0.09090917355296778,6.582491582491582,0.85,31.654999999999998,Medium,100.0,0.07296,97.5,True,True,True,3,Strong Bullish (3/3)
SCCO,Southern Copper Corporation,United States and Canada,US,NYSE,Materials,Metals and Mining,-27.372537330768733,150.37516145664335,-55.4410960410926,-1.6378935518283992,5.478000000000001,-25.253036063264616,154.76358883101062,0.09090917355296778,-23.94173774450616,0.88,157.478632,Low,43.75,0.250585,34.5,False,False,False,0,Strong Bearish (0/3)
DFTX,Definium Therapeutics Inc.,United States and Canada,US,NasdaqGS,Health Care,Pharmaceuticals,110.51024005612885,35.68148568951384,33.258958214742094,2.033868557110305,100.0,79.89387793980633,30.492012310797172,0.09090917355296778,22.817109144542773,0.35,20.8175,Low,100.0,0.0,94.75,True,True,True,3,Strong Bullish (3/3)
FND,Floor & Decor Holdings Inc.,United States and Canada,US,NYSE,Consumer Discretionary,Specialty Retail,7.778901181359305,73.65610106734096,-9.702591886694805,0.7642224850752888,76.304,9.706024201227288,74.97309693911873,0.09090917355296778,6.0421422300263385,0.62,72.46920000000001,Low,25.0,-0.039,62.5,True,True,True,3,Strong Bullish (3/3)
CRM,Salesforce Inc.,United States and Canada,US,NYSE,Information Technology,Software,81.67273875128612,323.66815135929136,29.708777859201813,2.4876562444235573,100.0,68.17034812991271,299.6122922282525,0.09090917355296778,8.543331836551415,0.12000000000000001,193.38079999999997,Low,74.13793103448276,0.01826,85.0,True,True,True,3,Strong Bullish (3/3)
ANET,Arista Networks Inc.,United States and Canada,US,NYSE,Information Technology,Communications Equipment,40.4060611817138,178.9194437638579,19.460797038685058,3.1412130597748638,100.0,36.12211055620212,173.46040548176836,0.09090917355296778,14.247743859373774,0.37,145.5859,Low,83.33333333333333,0.058265,88.5,True,True,True,3,Strong Bullish (3/3)
MBLY,Mobileye Global Inc.,Africa / Middle East,IL,NasdaqGS,Consumer Discretionary,Automobile Components,98.83514854486837,17.298657923403546,38.419653107846656,2.4150281341942037,100.0,72.53402623194545,15.010460282179253,0.09090917355296778,3.6206896551724137,0.05,9.014999999999999,Low,53.57142857142857,-0.21245,72.25,True,True,True,3,Strong Bullish (3/3)
HLMN,Hillman Solutions Corp.,United States and Canada,US,NasdaqGM,Industrials,Machinery,39.48262774833109,11.911816409707473,23.999726646448362,4.11404538432785,100.0,36.43286258606933,11.65136646485032,0.09090917355296778,15.786885245901642,0.42000000000000004,9.8882,Medium,75.0,-0.03666,81.25,True,True,True,3,Strong Bullish (3/3)
HON,Honeywell International Inc.,United States and Canada,US,NasdaqGS,Industrials,Industrial Conglomerates,0.5674985837417913,244.4393620576428,-12.726456700285073,0.06878123412096757,50.726000000000006,1.0057757697740652,245.50463858601285,0.09090917355296778,-1.0071587262404345,0.7999999999999999,240.61200000000002,Low,44.0,-0.01752,71.0,True,True,False,2,Bullish (2/3)
LOW,Lowe's Companies Inc.,United States and Canada,US,NYSE,Consumer Discretionary,Specialty Retail,0.7450544915590587,276.40413150304147,-13.352519619724664,0.09333832737064236,56.33200000000001,3.899657616069674,285.0591006354488,0.09090917355296778,2.9085872576177283,0.75,282.34000000000003,Low,58.8235294117647,-0.002775,78.0,True,True,True,3,Strong Bullish (3/3)
INSP,Inspire Medical Systems Inc.,United States and Canada,US,NYSE,Health Care,Health Care Equipment and Supplies,44.05582389520396,83.97013974851438,13.071872003119683,1.981420053696796,100.0,30.51687922162078,76.07828889828275,0.09090917355296778,3.9984559958826567,0.17000000000000004,60.62070000000001,Low,29.41176470588235,0.105795,63.25,True,True,True,3,Strong Bullish (3/3)
PFE,Pfizer Inc.,United States and Canada,US,NYSE,Health Care,Pharmaceuticals,7.721877715575011,29.1495401098346,-3.845807803508613,0.9225800791262908,79.676,5.048717886747969,28.426183060154,0.09090917355296778,-0.1951219512195122,0.88,27.007199999999997,Low,25.925925925925927,-0.023065,62.0,True,True,False,2,Bullish (2/3)
IMCR,Immunocore Holdings plc,Europe,GB,NasdaqGS,Health Care,Biotechnology,103.07280533550467,66.87187479698169,41.63036298966437,2.6626296881219638,100.0,92.8722926939794,63.512845984127416,0.09090917355296778,21.551169146674763,0.24,40.0268,Low,87.5,0.0,92.25,True,True,True,3,Strong Bullish (3/3)
GOOGL,Alphabet Inc.,United States and Canada,US,NasdaqGS,Communication Services,Interactive Media and Services,8.76777656120643,338.80074721050187,-24.125593491660794,0.49242758919049284,69.636,19.078405968594492,370.917326751575,0.09090917355296778,13.421137115156187,0.55,353.2955,Low,85.29411764705883,0.041315,90.75,True,True,True,3,Strong Bullish (3/3)
TE,T1 Energy Inc.,United States and Canada,US,NYSE,Industrials,Electrical Equipment,69.61422106737236,10.66873450513772,28.626726646176145,2.661056875869216,100.0,60.84699851478441,10.11727620657994,0.09090917355296778,12.976152623211446,0.22,7.1062,Low,100.0,0.0,95.0,True,True,True,3,Strong Bullish (3/3)
